,COUNTYNAME,Started,Extinguished,Location,Latitude,Longitude,Name,AcresBurned,MajorIncident,pcp,tmax,tmin,YEAR,MONTH_NUM
510,Los Angeles,2017-12-05T11:31:00Z,2018-01-18T09:58:00Z,"along Rye Canyon Loop, west Valencia",34.45283,-118.58188,Rye Fire,6049.0,True,0.01,67.4,42.7,2017.0,12.0
511,Lassen,2017-08-29T14:36:00Z,2018-01-09T12:47:00Z,"Little Mud Flat, 18 miles northeast of Susanville ",40.43962,-120.22215,Mud Fire,6042.0,False,0.79,86.6,53.6,2017.0,8.0
512,Butte,2017-07-07T14:52:00Z,2018-01-09T11:47:00Z,"Chinese Wall Rd, north of Bangor",39.45352,-121.41222,Wall Fire,6033.0,True,0.0,96.2,63.7,2017.0,7.0
513,Fresno,2017-04-20T15:40:00Z,2018-01-09T09:51:00Z,Off of Hwy 33 and Lost Hills south of Coalinga,36.07228,-120.26561,Jayne Fire,5738.0,True,3.01,64.1,39.7,2017.0,4.0
514,Stanislaus,2017-07-31T13:44:00Z,2018-01-09T12:15:00Z,The Summit Complex consists of 3 fires burning on the Summit Ranger District of the Stanislaus National Forest.,38.329,-119.782,Summit Complex,5247.0,False,0.0,97.1,63.5,2017.0,7.0
515,Trinity,2017-08-07T22:30:00Z,2018-01-09T12:27:00Z,"Dutchman Rd, east of Zenia",40.17598,-123.36882,Ruth Complex,4736.0,False,0.25,92.3,57.3,2017.0,8.0
516,Plumas,2017-07-29T18:55:00Z,2018-01-09T12:08:00Z,"Forest Road 24N26, 3 miles southwest of Quincy (Plumas County)",39.9034,-120.9761,Minerva Fire,4310.0,False,0.03,86.0,51.6,2017.0,7.0
517,San Diego,2017-12-07T11:15:00Z,2018-01-09T13:47:00Z,"Old Hwy 395 at Dulin Road, Bonsall",33.3237,-117.163,Lilac Fire,4100.0,True,0.04,70.9,43.5,2017.0,12.0
518,Butte,2017-08-29T13:16:00Z,2018-08-30T15:27:00Z,"Ponderosa way and Lumpkin road, 2 miles NW of Forbestown ",39.57701,-121.30209,Ponderosa Fire,4016.0,False,0.01,94.8,63.8,2017.0,8.0
519,Riverside,2017-09-02T13:33:00Z,2018-01-09T12:50:00Z,"San Timoteo Canyon Road / Fisherman's Retreat, Beaumont",33.97471,-117.09984,Palmer Fire,3874.0,True,0.64,91.1,66.9,2017.0,9.0
520,Siskiyou,2017-08-07T17:45:00Z,2018-01-09T12:26:00Z,"Siskiyou Wilderness, Six Rivers NF",41.853,-123.676,Young Fire,3142.0,False,0.46,87.1,56.2,2017.0,8.0
521,Kern,2017-07-07T09:18:00Z,2018-01-09T11:46:00Z,"Hwy 155, north of Bakersfield",35.77896,-118.89627,Hawk Fire,2940.0,False,0.01,98.2,69.7,2017.0,7.0
522,Orange,2017-09-25T13:03:00Z,2018-03-28T11:36:00Z,"CA-91 and Cole Canyon, City of Anaheim",33.8668,-117.68598,Canyon Fire,2662.0,False,0.1,82.7,62.6,2017.0,9.0
523,Plumas,2017-09-05T18:38:00Z,2018-01-09T13:18:00Z,McRae Meadows,39.75312,-120.75485,Eureka Fire,2575.0,False,1.04,73.7,45.0,2017.0,9.0
524,Kings,2017-08-24T18:13:00Z,2018-01-09T12:44:00Z,"off I-5 & Quebec Ave, north of Avenal",36.05187,-120.05404,I-5 Fire,2312.0,False,0.0,99.8,69.3,2017.0,8.0
525,Tulare,2017-08-02T18:00:00Z,2018-01-09T12:17:00Z,North of Jordan Hot Springs,36.257,-118.296,Indian Fire,2295.0,False,0.33,86.8,61.1,2017.0,8.0
526,Tulare,2017-07-30T17:43:00Z,2018-01-09T12:15:00Z,"Road 268 & E. Teapot Dome Ave., 4 miles east of Porterville",36.0226,-118.94252,Roadrunner Fire,2289.0,False,0.02,89.0,62.2,2017.0,7.0
527,Yolo,2017-07-06T12:41:00Z,2018-01-09T11:45:00Z,"Hwy 128 and Pleasant View Rd, south west of Winters",38.49521,-122.0251,Winters Fire,2269.0,True,0.0,97.1,61.0,2017.0,7.0
528,Lake,2017-10-08T23:59:00Z,2018-02-09T09:29:00Z,"off Hwy 20 and Sulphur Bank Road, Clearlake Oaks",39.01387,-122.64543,Sulphur Fire (Mendocino Lake Complex),2207.0,True,0.42,75.6,47.4,2017.0,10.0
529,San Diego,2017-05-20T23:19:00Z,2018-01-09T10:06:00Z,"off of Hwy 94 and Otay Truck Trail, northwest of Dulzura",32.65597,-116.80527,Gate Fire,2056.0,True,1.15,77.1,51.5,2017.0,5.0
530,Monterey,2017-07-08T18:30:00Z,2018-01-09T11:50:00Z,"Vineyard Canyon Rd, west of Parkfield",35.86949,-120.57894,Parkfield Fire,1816.0,False,0.03,89.3,55.1,2017.0,7.0
531,San Luis Obispo,2017-07-08T18:30:00Z,2018-01-09T11:50:00Z,"Vineyard Canyon Rd, west of Parkfield",35.86949,-120.57894,Parkfield Fire,1816.0,False,0.0,92.4,59.6,2017.0,7.0
532,Merced,2017-05-12T15:30:00Z,2018-01-09T09:56:00Z,"Hwy 152 and Arburura Road, southwest of Los Banos",36.96655,-120.89261,Wright Fire,1800.0,False,0.12,82.6,54.0,2017.0,5.0
533,Stanislaus,2017-09-03T16:23:00Z,2018-01-09T12:50:00Z,Bourland area of the Stanislaus National Forest ,38.12,-119.941,Creek Fire,1749.0,False,0.03,88.0,59.2,2017.0,9.0
534,Sonoma,2017-10-09T14:00:00Z,2018-01-09T13:34:00Z,Hwy 37 & Lakeville Highway,38.14242,-122.47301,37 Fire,1660.0,False,0.44,77.3,48.5,2017.0,10.0
535,Fresno,2017-07-17T13:15:00Z,2018-01-09T11:58:00Z,"Parkfield Rd and Hwy 198, 7 miles west of Coalinga",35.95911,-120.55579,Park Fire,1649.0,True,0.01,91.9,61.3,2017.0,7.0
536,Kern,2017-07-06T12:29:00Z,2018-01-09T11:45:00Z,off Hwy 65 and Famoso Road east of Famoso,35.59904,-119.08312,Quail Fire,1626.0,False,0.01,98.2,69.7,2017.0,7.0
537,San Luis Obispo,2017-06-26T15:27:00Z,2018-01-09T11:08:00Z,"Park Hill Road and La Entrada, east of Santa Margarita",35.4025,-120.4992,Hill Fire,1598.0,True,0.0,87.3,55.1,2017.0,6.0
538,Fresno,2017-07-02T22:28:00Z,2018-01-09T11:41:00Z,"off Los Gatos Creek Rd, west of Coalinga",36.269125,-120.620791,Derrick Fire,1538.0,True,0.01,91.9,61.3,2017.0,7.0
539,Kern,2017-06-18T14:22:00Z,2018-01-09T10:41:00Z,"Democrat, west of Lake Isabella",35.53456,-118.66733,Highway Fire,1522.0,False,0.01,92.4,63.0,2017.0,6.0
540,San Bernardino,2017-06-19T15:05:00Z,2018-01-09T11:00:00Z,"off Highway 18 & Holcomb Valley Rd, east of Big Bear Lake",34.2976,-116.826,Holcomb Fire,1503.0,False,0.0,99.7,70.5,2017.0,6.0
541,Madera,2017-06-10T13:19:00Z,2018-01-09T10:30:00Z,"Oakwood Road and Road 406, northeast of Madera",37.0825,-119.8011,Oakwood Fire,1431.0,True,0.14,85.3,55.4,2017.0,6.0
542,Kern,2017-07-30T16:17:00Z,2018-01-09T12:14:00Z,"1/2 mile west of USFS Democrat Fire Station, Kern River Ranger District",35.543,-118.654,Garden Fire,1350.0,False,0.01,98.2,69.7,2017.0,7.0
543,Riverside,2017-04-30T15:23:00Z,2018-01-09T09:53:00Z,"off Opera Loop & East Palmyrita Avenue, in Highgrove ",34.00566,-117.30693,Opera Fire,1350.0,False,0.01,81.9,54.4,2017.0,4.0
544,Kern,2017-09-01T14:37:00Z,2018-01-09T12:50:00Z,"Kernville Rd. x Sierra Way, 6 miles north of Lake Isabella",35.76,-118.406,Caldwell Fire,1319.0,False,0.32,86.2,59.4,2017.0,9.0
545,Sacramento,2017-07-26T14:45:00Z,2018-01-09T12:06:00Z,"Off Latrobe Rd & Scott Rd, near Rancho Murieta",38.5181,-121.104,Latrobe Fire,1286.0,False,0.0,98.2,62.6,2017.0,7.0
546,Kern,2017-06-30T13:49:00Z,2018-01-09T11:16:00Z,"Breckenridge Road, 3 miles east of Bakersfield",35.38298,-118.80123,Tarina Fire ,1200.0,False,0.01,92.4,63.0,2017.0,6.0
547,San Diego,2017-10-17T10:19:00Z,2018-01-09T13:41:00Z,"Range 600, Case Springs Road, Camp Pendleton",33.402411,-117.402445,Buffalo Fire,1088.0,False,0.02,83.5,54.5,2017.0,10.0
548,Kern,2017-07-18T11:45:00Z,2018-01-09T11:59:00Z,"Hudson Ranch Rd. and Hwy 166, south of Maricopa",34.94373,-119.44751,Hudson Fire,1083.0,False,0.01,98.2,69.7,2017.0,7.0
549,Riverside,2017-08-13T16:10:00Z,2018-01-09T12:38:00Z,Blaine Rd and Terrace Dr,33.98212,-117.30819,Blaine Fire,1044.0,True,0.57,100.7,74.3,2017.0,8.0
550,Madera,2017-09-03T13:06:00Z,2018-01-09T13:18:00Z,"Mission Dr. and Italian Bar Rd., 2 miles east of North Fork",37.21616,-119.48067,Mission Fire,1035.0,True,0.78,81.0,53.6,2017.0,9.0
551,Plumas,2017-08-06T15:32:00Z,2018-01-09T12:20:00Z,"Chilcoot Ave, Chilcoot",39.75371,-120.1397,Chilcoot Fire,1020.0,False,0.36,85.9,53.3,2017.0,8.0
552,San Diego,2017-05-25T18:15:00Z,2018-01-09T10:17:00Z, Basilone Road X Las Pulgas Road,33.34988,-117.39818,Range Fire,1000.0,False,1.15,77.1,51.5,2017.0,5.0
553,Shasta,2017-09-12T06:58:00Z,2018-01-09T13:21:00Z,"off of Baker Rd, east of Big Bend",40.98352,-121.81623,Berry Fire,995.0,True,0.44,83.2,53.6,2017.0,9.0
554,Fresno,2017-04-28T15:40:00Z,2018-01-09T09:52:00Z," El Dorado Ave & Kamm Ave, northeast of Coalinga",36.530836,-120.206592,El Dorado Fire,976.0,False,3.01,64.1,39.7,2017.0,4.0
555,Mendocino,2017-07-16T14:51:00Z,2018-01-09T11:56:00Z,"Hwy 101, 5 miles northwest of Redwood Valley ",39.30125,-123.28825,Grade Fire,900.0,True,0.01,86.3,54.7,2017.0,7.0
556,Yuba,2017-08-20T14:44:00Z,2018-01-09T12:43:00Z,"Chuck Yeager Road, Beale Air Force Base",39.1234,-121.32957,Beale Fire,867.0,False,0.01,95.8,64.7,2017.0,8.0
557,Riverside,2017-10-26T12:34:00Z,2018-01-09T13:45:00Z,"S Main Divide Rd and Wildomar OHV Park, west of Wildomar City",33.60247,-117.34192,Wildomar Fire,866.0,False,0.0,87.3,58.9,2017.0,10.0
558,Lassen,2017-08-06T19:52:00Z,2018-01-09T12:21:00Z,"Scott Rd, 9 miles south of Doyle",39.888,-120.066,Poslin Fire,859.0,False,0.79,86.6,53.6,2017.0,8.0
559,Nevada,2017-10-09T00:01:00Z,2018-02-09T09:51:00Z,"near Lone Lobo Trail, Rough and Ready",39.24549,-121.12792,Lobo Fire (Wind Complex),821.0,True,0.95,70.6,40.9,2017.0,10.0
560,Los Angeles,2017-06-17T13:55:00Z,2018-01-09T10:34:00Z,North side of Castaic Lake,34.55607,-118.60703,Lake Fire,800.0,False,0.03,86.8,60.7,2017.0,6.0
561,San Luis Obispo,2017-08-11T16:06:00Z,2018-01-09T12:36:00Z,Field Rd and Perimeter Rd at Training Area Yankee 6 in Camp Roberts,35.7908,-120.77485,Yankee Fire,775.0,False,0.01,90.4,60.3,2017.0,8.0
562,Los Angeles,2017-06-25T12:47:00Z,2018-01-09T11:08:00Z,"Off Hwy 14 & Placerita Canyon Rd, in Santa Clarita",34.37443,-118.49343,Placerita Fire,760.0,False,0.03,86.8,60.7,2017.0,6.0
563,Sierra,2017-07-10T13:02:00Z,2018-01-09T11:51:00Z,"Hwy 80 and State Boundary, 12 miles northeast of Truckee ",39.439722,-120.027222,Farad Fire,747.0,False,0.04,84.2,51.3,2017.0,7.0
564,Tuolumne,2017-07-29T13:50:00Z,2018-01-09T12:09:00Z,"Jacksonville Road, south of Jamestown",37.905545,-120.408135,Jacksonville Fire,690.0,True,0.01,85.0,56.5,2017.0,7.0
565,Mariposa,2017-09-03T13:10:00Z,2018-01-09T12:51:00Z,"Indian Peak Rd and Usona Rd, 9 miles southeast of Mariposa",37.37397,-119.83556,Peak Fire,680.0,True,0.91,79.9,51.7,2017.0,9.0
566,San Bernardino,2017-06-27T15:22:00Z,2018-01-09T11:09:00Z,"Highland Ave and City Creek Road, Highland",34.14575,-117.17813,Mart Fire,670.0,False,0.0,99.7,70.5,2017.0,6.0
567,Mariposa,2017-06-28T15:49:00Z,2018-01-09T11:10:00Z,off Ben Hur Road and Silver Bar Road,37.3762,-119.9646,Ben Fire,630.0,True,0.29,84.5,54.1,2017.0,6.0
568,Modoc,2017-06-28T13:50:00Z,2018-01-09T11:10:00Z,"Hwy 139 south of Newell, east of Tule Lake",41.85763,-121.29581,Battle Fire,562.0,False,0.96,77.0,46.1,2017.0,6.0
569,Riverside,2017-08-14T15:45:00Z,2018-01-09T12:42:00Z,Misa Canyon Road and Bluff Street,33.95036,-116.88066,Mias Fire,545.0,True,0.57,100.7,74.3,2017.0,8.0
570,Lassen,2017-08-06T15:29:00Z,2018-01-09T12:20:00Z,"Ash Valley, 6 miles west of Madeline",41.11989,-120.74968,W-2 Fire,530.0,False,0.79,86.6,53.6,2017.0,8.0
571,Kern,2017-05-20T14:23:00Z,2018-01-09T10:07:00Z,"Round Mountain Road and Amaya Court, north of Lake Ming",35.4605,-118.85896,Ming Fire,506.0,False,0.18,80.9,53.1,2017.0,5.0
572,San Diego,2017-05-19T14:45:00Z,2018-01-09T10:06:00Z,"Camp Pendleton, north of India Training Area",33.3906,-117.32348,Deluz Fire,486.0,False,1.15,77.1,51.5,2017.0,5.0
573,Siskiyou,2017-07-05T11:05:00Z,2018-01-09T11:44:00Z,"Highway 3 & Fay Lane, south of Etna",41.3975,-122.8428,Fay Fire,469.0,True,0.06,87.3,54.8,2017.0,7.0
574,San Luis Obispo,2017-08-02T10:15:00Z,2018-01-09T12:17:00Z,"Off Hwy 58 & Red Hill Rd, east of Wilson Corner",35.40357,-120.28037,Red Fire,460.0,False,0.01,90.4,60.3,2017.0,8.0
575,San Bernardino,2017-07-14T14:23:00Z,2018-04-12T14:52:00Z,"off Greenspot Rd and Santa Ana Canyon Rd, Highland",34.09773,-117.10567,Bridge Fire,460.0,False,0.35,102.9,77.2,2017.0,7.0
576,Fresno,2017-06-11T17:15:00Z,2018-01-09T10:30:00Z,"off South Monterey Ave. & W South Ave., near Tranquillity ",36.616986,-120.369347,Monterey Fire,450.0,False,0.09,84.8,55.2,2017.0,6.0
577,Santa Barbara,2017-09-29T14:42:00Z,2018-01-09T13:28:00Z,"Rucker Rd and Purisima Rd, 2 miles north east of Lompoc",34.67403,-120.4393,Rucker Fire,444.0,False,0.44,82.3,55.2,2017.0,9.0
578,Madera,2017-09-18T16:04:00Z,2018-01-09T13:21:00Z,"Road 29 & Road 26, southwest of Raymond",37.14624,-120.015509,Eastman Fire,429.0,False,0.78,81.0,53.6,2017.0,9.0
579,El Dorado,2017-10-13T13:16:00Z,2018-01-09T13:36:00Z,3 miles northeast of Ice House Reservoir,38.848,-120.287,Table Fire,426.0,False,0.78,71.3,43.8,2017.0,10.0
580,Los Angeles,2017-12-06T06:31:00Z,2018-01-23T08:11:00Z,N Sepulveda Blvd at I-405,34.09454,-118.48178,Skirball Fire,422.0,True,0.01,67.4,42.7,2017.0,12.0
581,Tulare,2017-07-20T19:16:00Z,2018-01-09T12:02:00Z,"off Strathmore Rd, community of Lindsay",36.22265,-119.06598,Elephant Fire,416.0,False,0.02,89.0,62.2,2017.0,7.0
582,Modoc,2017-07-13T15:23:00Z,2018-01-09T11:54:00Z,"off Hwy 139, 7 miles North of Tionesta",41.72163,-121.30451,Dode Fire,410.0,False,0.42,88.5,52.5,2017.0,7.0
583,San Diego,2017-07-11T13:45:00Z,2018-01-09T11:52:00Z,"I-8 and Old Hwy 80, Community of Lakeside",32.84796,-116.85396,Jennings Fire,400.0,True,0.1,92.4,65.5,2017.0,7.0
584,Fresno,2017-05-10T15:27:00Z,2018-01-09T09:55:00Z,"off Sonoma Ave & Cerini Ave, west of Helm ",36.45491,-120.2445,Sonoma Fire,400.0,False,0.51,73.7,46.7,2017.0,5.0
585,Nevada,2017-08-30T15:38:00Z,2018-01-09T12:48:00Z,"Off Hwy 49 & Pleasant Valley Rd, south of North San Juan  ",39.34292,-121.12004,Pleasant Fire,392.0,True,0.2,87.7,57.7,2017.0,8.0
586,Santa Cruz,2017-10-16T22:30:00Z,2018-01-09T13:41:00Z,"Bear Canyon Road and Deer Creek Road in Boulder Creek, CA",37.18356,-122.07012,Bear Fire,391.0,True,0.21,77.7,47.2,2017.0,10.0
587,Modoc,2017-04-03T16:00:00Z,2018-01-09T09:40:00Z,"Likely, 15 Miles south of Alturas",41.16716,-120.58342,West Fire,380.0,False,2.51,53.2,30.7,2017.0,4.0
588,Mono,2017-11-13T11:28:00Z,2018-01-09T13:46:00Z,"Hwy 395, north of Hwy 108, Walker Watershed, south of Walker",38.46111,-119.48284,Chris Fire,370.0,False,2.59,53.3,27.9,2017.0,11.0
589,Contra Costa,2017-07-08T15:26:00Z,2018-01-09T11:48:00Z,"Springwood Ct. & California St, Rodeo",38.02929,-122.25544,Willow Fire,370.0,False,0.0,90.0,60.5,2017.0,7.0
590,Fresno,2017-06-23T16:00:00Z,2018-01-09T11:01:00Z,"Off Los Gatos Creek Rd, west of Derrick",36.27306,-120.65185,Creek Fire,357.0,False,0.09,84.8,55.2,2017.0,6.0
591,San Luis Obispo,2017-07-09T13:49:00Z,2018-01-09T11:51:00Z,"Huer Huero Road, east of Santa Margarita",35.42433,-120.47322,Stone Fire,340.0,True,0.0,92.4,59.6,2017.0,7.0
592,Tulare,2017-06-07T11:55:00Z,2018-01-09T10:28:00Z,"off of Dinely Drive in Three Rivers, northeast of Lake Kaweah",36.45809,-118.87676,Dinely Fire,339.0,True,0.14,82.2,55.2,2017.0,6.0
593,Kern,2017-08-10T14:32:00Z,2018-01-09T12:31:00Z,"I-5 Freeway and Grapevine Rd, north of the Grapevine",34.92907,-118.9267,Rose Fire,338.0,True,0.05,95.9,67.9,2017.0,8.0
594,San Bernardino,2017-08-03T15:35:00Z,2018-01-09T12:18:00Z,"Bryant Street at Hwy 38, City of Yucaipa",34.08492,-117.03826,Bryant Fire,325.0,True,0.36,99.7,74.3,2017.0,8.0
595,Del Norte,2017-07-19T14:00:00Z,2018-01-09T12:01:00Z,"Orleans Rd, Six River National Forest",41.478,-123.506,Marble Fire,319.0,False,0.0,82.2,54.2,2017.0,7.0
596,Riverside,2017-12-07T13:14:00Z,2018-01-09T13:47:00Z,"Los Alamos Rd & Liberty Rd, city of Murrieta",33.59257,-117.14979,Liberty Fire,300.0,False,0.0,69.8,44.6,2017.0,12.0
597,Kern,2017-05-15T14:05:00Z,2018-01-09T09:58:00Z,"Hwy 178 and Mira Monte Drive, 2 miles southeast of Lake Ming",35.41283,-118.84466,Bravo Fire,288.0,False,0.18,80.9,53.1,2017.0,5.0
598,San Bernardino,2017-12-05T13:35:00Z,2018-01-09T13:47:00Z,"University Pkwy. and Varsity Ave., San Bernardino City",34.16564,-117.33334,Little Mountain Fire,260.0,False,0.0,64.8,41.2,2017.0,12.0
599,San Diego,2017-07-22T15:00:00Z,2018-04-12T14:52:00Z,"off of Hwy 79, 4 miles north of Warner Springs",33.34659,-116.66107,Lost Fire,255.0,False,0.1,92.4,65.5,2017.0,7.0
600,San Luis Obispo,2017-09-20T13:41:00Z,2018-01-09T13:23:00Z,"Huasna Townsite Rd & Huasna Rd, Huasna",35.12269,-120.39387,Huasna Fire,245.0,True,0.26,84.5,55.5,2017.0,9.0
601,Fresno,2017-09-19T19:47:00Z,2018-01-09T13:23:00Z,"Hwy 33 & Shell Rd, north of Coalinga",36.24653,-120.31598,Murphy Fire,237.0,False,0.45,80.6,53.7,2017.0,9.0
602,El Dorado,2017-07-30T01:45:00Z,2018-01-09T12:14:00Z,"South Shingle Rd at Michigan Bar Rd, northeast of Rancho Murieta",38.538332,-121.039267,Largo Fire,236.0,False,0.01,89.3,59.7,2017.0,7.0
603,Contra Costa,2017-07-08T02:20:00Z,2018-01-09T11:48:00Z,"Deer Valley Road & Marsh Creek Road, west of Brentwood",37.87808,-121.78677,Deer Complex,231.0,False,0.0,90.0,60.5,2017.0,7.0
604,Mariposa,2017-07-02T13:36:00Z,2018-01-09T11:17:00Z,"off Hwy 49 and Allred Road, south of Mariposa",37.4591,-119.921,Spring Fire,225.0,True,0.0,92.3,60.4,2017.0,7.0
605,San Luis Obispo,2017-05-18T08:48:00Z,2018-01-09T10:03:00Z,"off of Hwy 1 & Range Rd, northeast of San Luis Obispo ",35.34541,-120.76464,Camp Fire,225.0,False,0.36,76.6,48.0,2017.0,5.0
606,San Luis Obispo,2017-05-15T13:58:00Z,2018-01-09T09:57:00Z,off of Soda Lake,35.21177,-119.87525,Arrow Fire,225.0,False,0.36,76.6,48.0,2017.0,5.0
607,Kern,2017-06-10T12:17:00Z,2018-01-09T10:29:00Z,5 miles south of Lake Isabella,35.59804,-118.47939,Bodfish Fire,206.0,False,0.01,92.4,63.0,2017.0,6.0
608,Riverside,2017-07-04T16:55:00Z,2018-01-09T11:44:00Z,"Off Tin Mine Rd & La Sierra Ave, near Lake Mathews",33.85323,-117.48195,Eagle Fire,205.0,False,0.1,102.3,76.2,2017.0,7.0
609,Lake,2017-09-12T14:36:00Z,2018-01-09T13:20:00Z,"Skeleton Glade, 5 miles east of Lake Pillsbury ",39.44543,-122.85194,Skeleton Fire,200.0,False,0.04,83.0,55.5,2017.0,9.0
610,Alameda,2017-08-22T14:00:00Z,2018-01-09T12:44:00Z,"Range Road and Cromwell Avenue, Camp Parks Dublin, National Guard Reserve Forces Training Center",37.72543,-121.90516,Range Fire,200.0,False,0.01,84.0,60.2,2017.0,8.0
611,San Diego,2017-08-21T14:00:00Z,2018-01-09T12:43:00Z,"Royal Willie Road and La Posta Road, Community of Campo",32.65003,-116.42907,Eclipse Fire,200.0,True,0.49,91.2,64.4,2017.0,8.0
612,Riverside,2017-07-31T14:22:00Z,2018-01-09T12:15:00Z,"Off Amorose St, in the community of Lake Elsinore",33.689092,-117.396404,Rose Fire,200.0,False,0.1,102.3,76.2,2017.0,7.0
613,Tehama,2017-10-26T20:00:00Z,2018-01-09T13:46:00Z,"North Rim of the Mill Creek drainage, east of Los Molinos",40.02261,-121.91425,Tehama Fire,194.0,False,0.78,76.7,47.6,2017.0,10.0
614,Santa Barbara,2017-05-20T17:54:00Z,2018-01-09T10:07:00Z,"Wasioja Road and Hwy 166, east of New Cuyama ",34.9465,-119.8036,Wasioja Fire,190.0,False,0.39,72.1,47.2,2017.0,5.0
615,Plumas,2017-08-20T16:26:00Z,2018-01-09T12:43:00Z,"Tollgate Creek and Oakland Camp Road, north of Quincy",39.9864,-120.89746,Toll Fire,186.0,False,0.36,85.9,53.3,2017.0,8.0
616,Fresno,2017-06-11T10:46:00Z,2018-01-09T10:30:00Z,"Jensen Ave at Ohio Ave, Mendota",36.704679,-120.405077,Wild Fire,186.0,False,0.09,84.8,55.2,2017.0,6.0
617,Kern,2017-10-15T17:11:00Z,2018-04-03T10:46:00Z,"Bena Road, east of Bakersfield",35.3091,-118.701,Rolling Fire,184.0,False,0.01,80.0,49.8,2017.0,10.0
618,Kern,2017-10-12T10:42:00Z,2018-01-09T13:36:00Z,"off Hwy 223, east of Arvin ",35.19008,-118.76152,Quarry Fire,183.0,False,0.01,80.0,49.8,2017.0,10.0
619,Shasta,2017-07-18T12:39:00Z,2018-01-09T12:01:00Z,"off of Laverne Ln & Saddle Trail, 6 miles southeast of Redding",40.47106,-122.43608,Laverne Fire,180.0,True,0.0,94.5,59.6,2017.0,7.0
620,San Bernardino,2017-07-23T15:53:00Z,2018-01-09T12:04:00Z,"off High Rd & Santa Rosa Rd, Lucerne Valley",34.41204,-117.03031,High Fire,170.0,True,0.35,102.9,77.2,2017.0,7.0
621,Riverside,2017-08-19T16:31:00Z,2018-01-09T12:43:00Z,"Lambs Canyon Road and Gilman Springs Road, Community of Gilman Springs",33.87679,-117.00258,Hills Fire,168.0,False,0.57,100.7,74.3,2017.0,8.0
622,Sierra,2017-06-19T21:41:00Z,2018-01-09T11:00:00Z,"Off Highway 395 & Scott Rd, east of Loyalton",39.71101,-120.02325,Evans Fire,168.0,False,0.64,75.6,45.7,2017.0,6.0
623,Butte,2017-07-10T14:45:00Z,2018-01-09T11:52:00Z,"off of Palermo Honcut Hwy, Honcut",39.37192,-121.53865,Honcut Fire,166.0,False,0.0,96.2,63.7,2017.0,7.0
624,Lassen,2017-08-26T12:35:00Z,2018-01-09T12:44:00Z,"off Termo Grasshopper Rd., northwest of Ravendale",40.80968,-120.48641,Peg Fire,157.0,False,0.79,86.6,53.6,2017.0,8.0
625,Madera,2017-06-07T21:00:00Z,2018-01-09T10:28:00Z,"off of Road 29, north of Ave 26, east of Chowchilla",37.12759,-120.0193,26 Fire,157.0,False,0.14,85.3,55.4,2017.0,6.0
626,Alameda,2017-09-19T14:05:00Z,2018-04-05T10:48:00Z,"Off Corral Hollow Road, South of Tracy",37.63358,-121.49925,Corral Fire,155.0,False,0.06,83.0,58.9,2017.0,9.0
627,Siskiyou,2017-07-29T16:33:00Z,2018-01-09T12:12:00Z,"Lakeview Dr. at Lake Ridge Rd., Pleasant Valley, 3 miles west of Dorris",41.9808,-121.9741,Hill Fire,155.0,False,0.06,87.3,54.8,2017.0,7.0
628,Riverside,2017-06-18T15:10:00Z,2018-01-09T10:46:00Z,"Reche Canyon Road near Haugen Drive, north of Moreno Valley",33.98639,-117.21314,Smiley Fire,153.0,False,0.0,99.6,68.6,2017.0,6.0
629,Butte,2017-10-09T15:05:00Z,2018-01-09T13:34:00Z,"Honey Run Rd & Merlin Ln, southwest of Paradise ",39.74679,-121.67261,Honey Fire,150.0,True,0.7,78.4,47.8,2017.0,10.0
630,San Luis Obispo,2017-07-24T14:43:00Z,2018-01-09T12:05:00Z,Highway 41 Northeast of Highway 46,35.7751,-120.23656,Olive Fire,150.0,True,0.0,92.4,59.6,2017.0,7.0
631,San Luis Obispo,2017-06-14T11:44:00Z,2018-01-09T10:33:00Z,"off of Lucy Brown Rd, south of Hwy 41",35.6871,-120.3187,Lucy Fire,150.0,False,0.0,87.3,55.1,2017.0,6.0
632,Madera,2017-05-17T15:30:00Z,2018-01-09T10:01:00Z,"off of Hwy 41 and Ave 11, north of Fresno",36.90967,-119.79315,41 Fire,150.0,False,0.33,74.8,47.5,2017.0,5.0
633,San Bernardino,2017-04-30T16:03:00Z,2018-01-09T09:53:00Z,"Cleghorn Road, east of I-15, north of the community of Devore",34.30104,-117.45646,Tower Fire,150.0,False,0.02,78.8,52.3,2017.0,4.0
634,Trinity,2017-10-14T16:00:00Z,2018-01-09T13:36:00Z,"off of County Line Creek Rd, near the community of Mad River",40.46836,-123.51619,River Fire,148.0,False,1.28,69.5,39.5,2017.0,10.0
635,Mendocino,2017-09-19T13:02:00Z,2018-01-09T13:22:00Z,"Off Hwy 101 & Crawford Ranch Rd, Hopland",39.02482,-123.1362,Grape Fire,146.0,True,0.21,80.9,53.9,2017.0,9.0
636,Butte,2017-09-28T14:46:00Z,2018-01-09T13:27:00Z,"Humboldt Rd and Soda Springs Rd, 14 miles NE Forest Ranch",40.07613,-121.56858,Soda Fire,143.0,False,0.41,86.2,57.6,2017.0,9.0
637,El Dorado,2017-07-26T13:58:00Z,2018-01-09T12:06:00Z,"Ranch Camp Rd, Mt. Aukum",38.559707,-120.70013,Ranch Fire,140.0,True,0.01,89.3,59.7,2017.0,7.0
